PC,FCI,GES,LiNGAM
0.864863401,0.626773126,0.800727743,0.54260476
0.821708817,0.717607297,0.883842933,0.451389752
0.890710931,0.628686289,0.769626343,0.550143782
0.88416986,0.601747782,0.754725959,0.670669293
0.866603501,0.483394301,0.759122191,0.576356392
0.88215349,0.732166559,0.760604151,0.615017488
0.918865915,0.722667169,0.801265693,0.709102959
0.879993438,0.602801066,0.773828951,0.627349323
0.875325588,0.601552523,0.818839092,0.682647576
0.8752859,0.576158372,0.789857356,0.674246004
0.851760621,0.622728309,0.736279324,0.441661092
0.891772713,0.715106821,0.784857539,0.728472645
0.867934676,0.726843272,0.773884178,0.722075691
0.843957536,0.602895565,0.855696797,0.649163209
0.867804663,0.636992974,0.806982678,0.726162557
0.897287924,0.664244347,0.766194172,0.738324413
0.893891728,0.716043148,0.778671821,0.675604863
0.886399332,0.672796138,0.759471353,0.528519777
0.851608761,0.602977788,0.752869507,0.479996466
0.822086157,0.653633556,0.860157845,0.516549603
0.893434059,0.683197297,0.77741605,0.592109027
0.88572411,0.662101753,0.789329325,0.666457175
0.86700012,0.503380772,0.761065362,0.607293817
0.883581962,0.71207265,0.802008382,0.67402271
0.908577125,0.718956807,0.749770483,0.655666911
0.86284471,0.539791083,0.740612085,0.57754785
0.848580515,0.545143593,0.794093678,0.584646743
0.889683643,0.638104228,0.77706014,0.616533853
0.855141684,0.651710857,0.739425708,0.493085116
0.85931481,0.628253884,0.794328194,0.727444597
0.862130406,0.766813725,0.746847815,0.659817426
0.846367478,0.561481112,0.840654685,0.725106737
0.869167794,0.625368054,0.812255684,0.688383871
0.926058584,0.72589363,0.795599672,0.66588023
0.897789127,0.745984618,0.794245649,0.753726512
0.875432945,0.738849998,0.755946515,0.533241266
0.885301257,0.689696987,0.79169934,0.569058374
0.839187247,0.676649743,0.880744152,0.458094707
0.850226279,0.564251184,0.725221183,0.563127051
0.880872946,0.605341718,0.777624641,0.718070593
0.862530772,0.495242563,0.780852751,0.565908378
0.910497076,0.747755578,0.811701106,0.601284711
0.889588967,0.657405493,0.74145593,0.71461431
0.870132639,0.6413456,0.731655589,0.588037447
0.879104898,0.6058045,0.841867624,0.647303629
0.893482706,0.715684483,0.76327221,0.663007975
0.870955882,0.629414862,0.678502012,0.460641897
0.846638074,0.557539666,0.788747953,0.692507016
0.843458198,0.72641002,0.747572587,0.689126413
0.81830942,0.542739246,0.792543464,0.656838177
0.847660813,0.592454735,0.807102082,0.689516826
0.889269559,0.718108023,0.772092327,0.692381177
0.88159076,0.717144373,0.79561316,0.688338686
0.897627493,0.718898006,0.82136107,0.542028227
0.864642213,0.694700507,0.78680472,0.543500679
0.847954719,0.696382111,0.887275589,0.483819245
0.877035002,0.605571307,0.803880815,0.638312156
0.892385303,0.624985499,0.762776913,0.690979988
0.871402305,0.53364768,0.755788336,0.568499733
0.887094631,0.732844888,0.801455561,0.639130377
0.919603554,0.708565772,0.776034612,0.740492687
0.883659775,0.579808632,0.762559339,0.570768423
0.876003392,0.597135505,0.835379058,0.619873107
0.899814212,0.674708847,0.811300851,0.726303065
0.834520769,0.69107432,0.660337497,0.48729775
0.898910148,0.677804353,0.797347895,0.764279401
0.83380303,0.662968585,0.778183067,0.671732393
0.834646559,0.555455528,0.852708522,0.660384382
0.84727756,0.616543124,0.820083251,0.64658376
0.923316001,0.67904115,0.804228047,0.664321989
0.922395397,0.80587264,0.844427551,0.709314853
0.854466927,0.741481362,0.776766478,0.506993106
0.852483296,0.602789449,0.776998485,0.515229549
0.815071242,0.635751903,0.84146729,0.478626223
0.875632886,0.608352003,0.762013436,0.602076784
0.854174167,0.584301987,0.761079969,0.626723512
0.884311735,0.536962738,0.777147001,0.563930804
0.859150148,0.708318071,0.791289435,0.653340336
0.914380269,0.768293202,0.763865424,0.716283546
0.849153719,0.614792034,0.755628091,0.591734772
0.878597615,0.638924765,0.835919383,0.701425619
0.872534165,0.629065789,0.765375359,0.635844867
0.87182598,0.6779704,0.715552308,0.504036157
0.876481906,0.631965554,0.784482471,0.720952458
0.840997937,0.734932921,0.791328342,0.721014843
0.818541618,0.576134591,0.833661155,0.652937555
0.887925738,0.608155686,0.787999891,0.672906572
0.940894454,0.761645303,0.841182856,0.717976736
0.866424094,0.737769754,0.783219563,0.716044818
0.907829992,0.747625916,0.818663779,0.566193071
0.83267349,0.603102088,0.769336394,0.525220895
0.833415778,0.71429568,0.875890696,0.435600083
0.911379261,0.729022349,0.796392819,0.619896431
0.906232895,0.650980827,0.755811184,0.699290673
0.879856274,0.502250692,0.732647372,0.603873154
0.840240608,0.706764841,0.732331771,0.569690489
0.905093985,0.717367979,0.782773013,0.673958199
0.810159409,0.489551153,0.7280646,0.567944893
0.844000915,0.541620245,0.800549096,0.681332632
0.853728697,0.60953876,0.783100967,0.653706619
0.848039216,0.664838498,0.703886899,0.487520586
0.836692264,0.550937163,0.800886471,0.710523258
0.86376391,0.738737254,0.801871129,0.692980302
0.847002883,0.519829008,0.829028255,0.638773915
0.873762534,0.63136145,0.846842452,0.6865442
0.895533662,0.642884735,0.815007907,0.715199428
0.8848755,0.770871469,0.781842132,0.685471007
0.913038479,0.775524476,0.808684205,0.508707237
0.858863872,0.616030825,0.745171576,0.554002582
0.845049407,0.643997738,0.905586951,0.508497296
0.877788837,0.538911267,0.734321603,0.561306535
0.888753056,0.647715693,0.804965082,0.688813045
0.89384109,0.527880648,0.779669931,0.613751457
0.883436242,0.749915158,0.783960837,0.571679159
0.926320916,0.797669504,0.762939795,0.723286694
0.858382588,0.613213019,0.749390522,0.598691994
0.893711497,0.662698342,0.861905352,0.719387617
0.880432888,0.643119864,0.77761407,0.675568364
0.870684985,0.708295491,0.710279417,0.517095015
0.864079308,0.573654124,0.758403294,0.708201988
0.864189493,0.750463291,0.799279911,0.696778188
0.846770417,0.578362272,0.823473077,0.642293931
0.840048919,0.581053617,0.790371072,0.64617881
0.934173155,0.716323058,0.832596219,0.708046678
0.875779655,0.724406,0.780526878,0.702113107
0.857948548,0.755874542,0.814147116,0.528842393
0.84313674,0.579052961,0.730109697,0.46453396
0.847384246,0.674730931,0.898139691,0.485106227
0.883038196,0.5513814,0.764632457,0.601857557
0.896653685,0.601879714,0.791942668,0.690278505
0.874727355,0.501957592,0.760203414,0.576854323
0.831243829,0.650386905,0.783039946,0.607271983
0.895224028,0.779845938,0.753329704,0.662874449
0.852967056,0.618331005,0.719317057,0.592281628
0.851868027,0.602760161,0.828225977,0.714232034
0.861963734,0.622480773,0.799651588,0.613482761
0.815982143,0.616971758,0.688731198,0.494461176
0.804333637,0.529148971,0.721125529,0.67469382
0.822416761,0.707714906,0.793907211,0.636141647
0.845720138,0.52337658,0.809019887,0.700500215
0.848109034,0.609474622,0.789494149,0.672912839
0.912556559,0.675948016,0.801393139,0.732275944
0.884754345,0.742314911,0.793495391,0.68421322
0.893152858,0.739858597,0.830091493,0.504523736
0.871633801,0.663464052,0.787186616,0.554583267
0.845262143,0.692053612,0.900453978,0.499823868
0.912602452,0.580700097,0.729455854,0.560583347
0.903652511,0.656700618,0.767417063,0.668372261
0.872565698,0.536524868,0.756777165,0.577901765
0.816785524,0.615421384,0.782401039,0.610157212
0.921668945,0.741771215,0.726285175,0.668557942
0.884061082,0.562162115,0.781033945,0.625554234
0.834716327,0.546907119,0.796789467,0.567319159
0.851743593,0.626474982,0.775944412,0.631256517
0.833500817,0.593126526,0.710029823,0.48989525
0.873347868,0.632691085,0.781252543,0.716517538
0.862378665,0.718441663,0.805213209,0.696482895
0.860798598,0.637039683,0.830579446,0.641604001
0.869773337,0.658568244,0.842598279,0.702119306
0.909271548,0.680900777,0.784096052,0.684722244
0.897998631,0.757671321,0.782683546,0.690553927
0.872167428,0.73601572,0.818646994,0.508528382
0.818667868,0.542318274,0.773166118,0.517277797
0.84036086,0.643915612,0.857060246,0.474124136
0.87431231,0.546303283,0.743290643,0.594471762
0.882422234,0.610743318,0.753967829,0.625037621
0.890310067,0.551107143,0.770151771,0.593191269
0.88547714,0.748284987,0.791427224,0.59387663
0.914682383,0.780388131,0.798094187,0.657958694
0.855297988,0.618413129,0.721057025,0.580503108
0.865659626,0.565385005,0.82369146,0.642916906
0.855556753,0.601193718,0.791739471,0.603881616
0.863249484,0.642287003,0.751927292,0.452703738
0.893139469,0.657759463,0.815396972,0.723947398
0.844381026,0.697951619,0.783850901,0.650682489
0.843405365,0.580794448,0.834658378,0.634216427
0.84948267,0.593934793,0.75596761,0.64480672
0.921884693,0.694005143,0.818511545,0.696600544
0.9058915,0.720542058,0.817093067,0.74330345
0.897453683,0.807150974,0.834676515,0.697512575
0.83967683,0.620855483,0.746551038,0.508827764
0.818010775,0.611614849,0.886941275,0.463020006
0.873983117,0.502070827,0.792403396,0.606362891
0.886438135,0.594713919,0.763796985,0.685910582
0.873902751,0.463399837,0.737384184,0.581405337
0.857642302,0.700650681,0.800921425,0.630653397
0.923904078,0.741887973,0.734719064,0.729027858
0.847422501,0.553685716,0.735763929,0.634163847
0.858163043,0.61413884,0.864325479,0.701930578
0.873784866,0.648174977,0.779935123,0.705961767
0.862765523,0.66839151,0.728507053,0.530852243
0.862911183,0.598778354,0.774069777,0.684275216
0.85882187,0.799532312,0.772469653,0.696278963
0.832545989,0.538023464,0.826636767,0.6348482
0.853678674,0.595702915,0.811320715,0.681350914
0.916501782,0.727888412,0.806634244,0.704972149
0.912560545,0.753980732,0.804090281,0.690750241
0.868841298,0.698926417,0.79164745,0.563943891
0.86762827,0.58362952,0.778164271,0.564633185
0.839707792,0.722290679,0.903279231,0.483414094
0.872233204,0.56220943,0.761565011,0.584498111
0.874876251,0.619834606,0.765224527,0.70039179
0.86646261,0.489732964,0.787483846,0.607613379
0.860200501,0.677531145,0.767957366,0.583148143
0.913681932,0.754546658,0.771704197,0.728612613
0.854712494,0.577610294,0.769021741,0.607501747
0.832273945,0.505611574,0.810879414,0.666310844
0.916724138,0.704599078,0.793992039,0.687502536
